CEST;NCM/SH;Segmento CEST;Item;Descrição CEST
1708900;0811;17. Produtos alimentícios;89.0;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg
1708901;0811;17. Produtos alimentícios;89.1;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg
1709000;2001;17. Produtos alimentícios;90.0;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg
1709001;2001;17. Produtos alimentícios;90.1;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg
1709100;2004;17. Produtos alimentícios;91.0;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg
1709101;2004;17. Produtos alimentícios;91.1;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg
1709200;2005;17. Produtos alimentícios;92.0;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg
1709201;2005;17. Produtos alimentícios;92.1;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg
1709300;20060000;17. Produtos alimentícios;93.0;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg
1709301;20060000;17. Produtos alimentícios;93.1;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg
1709400;2007;17. Produtos alimentícios;94.0;Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
1709401;2007;17. Produtos alimentícios;94.1;Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg
1709500;2008;17. Produtos alimentícios;95.0;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg
1709501;2008;17. Produtos alimentícios;95.1;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg
1709600;0901;17. Produtos alimentícios;96.0;Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg
1709601;0901;17. Produtos alimentícios;96.1;Café torrado e moído, em embalagens de conteúdo superior a 2 kg
1709602;0901;17. Produtos alimentícios;96.2;Café torrado em grãos, em embalagens de conteúdo inferior ou igual a 2 kg
1709603;0901;17. Produtos alimentícios;96.3;Café torrado em grãos, em embalagens de conteúdo superior a 2 kg
1709700;0902;17. Produtos alimentícios;97.0;Chá, mesmo aromatizado
1709700;12119090;17. Produtos alimentícios;97.0;Chá, mesmo aromatizado
1709700;21069090;17. Produtos alimentícios;97.0;Chá, mesmo aromatizado
1709800;90300;17. Produtos alimentícios;98.0;Mate
1709900;17011;17. Produtos alimentícios;99.0;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1709900;17019900;17. Produtos alimentícios;99.0;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1709901;17011;17. Produtos alimentícios;99.1;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1709901;17019900;17. Produtos alimentícios;99.1;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1709902;17011;17. Produtos alimentícios;99.2;Açúcar refinado, em embalagens de conteúdo superior a 5 kg
1709902;17019900;17. Produtos alimentícios;99.2;Açúcar refinado, em embalagens de conteúdo superior a 5 kg
1710000;17019100;17. Produtos alimentícios;100.0;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1710001;17019100;17. Produtos alimentícios;100.1;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1710002;17019100;17. Produtos alimentícios;100.2;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg
1710100;17011;17. Produtos alimentícios;101.0;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1710100;17019900;17. Produtos alimentícios;101.0;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1710101;17011;17. Produtos alimentícios;101.1;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1710101;17019900;17. Produtos alimentícios;101.1;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1710102;17011;17. Produtos alimentícios;101.2;Açúcar cristal, em embalagens de conteúdo superior a 5 kg
1710102;17019900;17. Produtos alimentícios;101.2;Açúcar cristal, em embalagens de conteúdo superior a 5 kg
1710200;17019100;17. Produtos alimentícios;102.0;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1710201;17019100;17. Produtos alimentícios;102.1;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1710202;170191;17. Produtos alimentícios;102.2;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg
1710300;17011;17. Produtos alimentícios;103.0;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1710300;17019900;17. Produtos alimentícios;103.0;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1710301;17011;17. Produtos alimentícios;103.1;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1710301;17019900;17. Produtos alimentícios;103.1;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1710302;17011;17. Produtos alimentícios;103.2;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg
1710302;17019900;17. Produtos alimentícios;103.2;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg
1710400;17019100;17. Produtos alimentícios;104.0;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1710401;17019100;17. Produtos alimentícios;104.1;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1710402;17019100;17. Produtos alimentícios;104.2;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg
1710500;1702;17. Produtos alimentícios;105.0;Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1710501;1702;17. Produtos alimentícios;105.1;Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1710502;1702;17. Produtos alimentícios;105.2;Outros açúcares, em embalagens de conteúdo superior a 5 kg
1710600;20081900;17. Produtos alimentícios;106.0;Milho para pipoca (micro-ondas)
1710700;21011;17. Produtos alimentícios;107.0;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g
1710800;210120;17. Produtos alimentícios;108.0;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá
1710900;19019090;17. Produtos alimentícios;109.0;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
1710900;21011190;17. Produtos alimentícios;109.0;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
1710900;21011200;17. Produtos alimentícios;109.0;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
1711000;22021000;17. Produtos alimentícios;110.0;Refrescos e outras bebidas prontas para beber à base de chá e mate
1711100;22021000;17. Produtos alimentícios;111.0;Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00
1711200;22029000;17. Produtos alimentícios;112.0;Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos
1711300;210120;17. Produtos alimentícios;113.0;Bebidas prontas à base de mate ou chá
1711300;22029000;17. Produtos alimentícios;113.0;Bebidas prontas à base de mate ou chá
1711400;22029000;17. Produtos alimentícios;114.0;Bebidas prontas à base de café
1711500;22029000;17. Produtos alimentícios;115.0;Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas
1900100;32131000;19. Produtos de papelaria;1.0;Tinta guache
1900200;39162000;19. Produtos de papelaria;2.0;Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
1900300;39161000;19. Produtos de papelaria;3.0;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
1900300;391690;19. Produtos de papelaria;3.0;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
1900400;39261000;19. Produtos de papelaria;4.0;Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos
1900500;42021;19. Produtos de papelaria;5.0;Maletas e pastas para documentos e de estudante, e artefatos semelhantes
1900500;42029;19. Produtos de papelaria;5.0;Maletas e pastas para documentos e de estudante, e artefatos semelhantes
1900501;42021;19. Produtos de papelaria;5.1;Baús, malas e maletas para viagem
1900501;42029;19. Produtos de papelaria;5.1;Baús, malas e maletas para viagem
1900600;39269090;19. Produtos de papelaria;6.0;Prancheta de plástico
1900700;48022090;19. Produtos de papelaria;7.0;Bobina para fax
1900700;48119090;19. Produtos de papelaria;7.0;Bobina para fax
1900800;4802549;19. Produtos de papelaria;8.0;Papel seda
1900900;48025499;19. Produtos de papelaria;9.0;Bobina para máquina de calcular, PDV ou equipamentos similares
1900900;48025799;19. Produtos de papelaria;9.0;Bobina para máquina de calcular, PDV ou equipamentos similares
1900900;48162000;19. Produtos de papelaria;9.0;Bobina para máquina de calcular, PDV ou equipamentos similares
1901000;4802569;19. Produtos de papelaria;10.0;"Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico"
1901000;4802579;19. Produtos de papelaria;10.0;"Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico"
1901000;4802589;19. Produtos de papelaria;10.0;"Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico"
1901100;37031010;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
1901100;37031029;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
1901100;37032000;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
1901100;37039010;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
1901100;37040000;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
1901100;48022000;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela
1901200;48101390;19. Produtos de papelaria;12.0;Papel almaço
1901300;48169010;19. Produtos de papelaria;13.0;Papel hectográfico
1901400;39202019;19. Produtos de papelaria;14.0;Papel celofane e tipo celofane
1901500;48062000;19. Produtos de papelaria;15.0;Papel impermeável
1901600;48081000;19. Produtos de papelaria;16.0;Papel crepon
1901700;48102290;19. Produtos de papelaria;17.0;Papel fantasia
1901800;4809;19. Produtos de papelaria;18.0;Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas
1901800;4816;19. Produtos de papelaria;18.0;Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas
1901900;4817;19. Produtos de papelaria;19.0;Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência
1902000;48201000;19. Produtos de papelaria;20.0;Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes
1902100;48202000;19. Produtos de papelaria;21.0;Cadernos
1902200;48203000;19. Produtos de papelaria;22.0;Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos
1902300;48204000;19. Produtos de papelaria;23.0;"Formulários em blocos tipo ""manifold"", mesmo com folhas intercaladas de papel-carbono"
1902400;48205000;19. Produtos de papelaria;24.0;Álbuns para amostras ou para coleções
1902500;48209000;19. Produtos de papelaria;25.0;Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão
1902600;49090000;19. Produtos de papelaria;26.0;Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento)
1902700;96081000;19. Produtos de papelaria;27.0;Canetas esferográficas
1902800;96082000;19. Produtos de papelaria;28.0;Canetas e marcadores, com ponta de feltro ou com outras pontas porosas
1902900;96083000;19. Produtos de papelaria;29.0;Canetas tinteiro
1903000;9608;19. Produtos de papelaria;30.0;"Outras canetas; sortidos de canetas"
1903100;480256;19. Produtos de papelaria;31.0;"Papel cortado ""cutsize"" (tipo A3, A4, ofício I e II, carta e outros)"
1903200;52105990;19. Produtos de papelaria;32.0;Papel camurça
1903300;76071190;19. Produtos de papelaria;33.0;Papel laminado e papel espelho
2000100;12119090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;1.0;Henna (embalagens de conteúdo inferior ou igual a 200 g)
2000101;12119090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;1.1;Henna (embalagens de conteúdo superior a 200 g)
2000200;27121000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;2.0;Vaselina
2000300;28142000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;3.0;Amoníaco em solução aquosa (amônia)
2000400;28470000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;4.0;Peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml
2000500;30067000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;5.0;Lubrificação íntima
2000600;3301;20. Produtos de perfumaria e de higiene pessoal e cosméticos;6.0;"Óleos essenciais (desterpenados ou não), incluídos os chamados ""concretos"" ou ""absolutos""; resinóides; oleorresinas de extração; soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas portratamento de flores através de substâncias gordas ou por maceração; subprodutos terpênicos residuais da desterpenação dos óleos essenciais; águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml"
2000700;33030010;20. Produtos de perfumaria e de higiene pessoal e cosméticos;7.0;Perfumes (extratos)
2000800;33030020;20. Produtos de perfumaria e de higiene pessoal e cosméticos;8.0;Águas-de-colônia
2000900;33041000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;9.0;Produtos de maquilagem para os lábios
2001000;33042010;20. Produtos de perfumaria e de higiene pessoal e cosméticos;10.0;Sombra, delineador, lápis para sobrancelhas e rímel
2001100;33042090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;11.0;Outros produtos de maquilagem para os olhos
2001200;33043000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;12.0;Preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona
2001300;33049100;20. Produtos de perfumaria e de higiene pessoal e cosméticos;13.0;Pós, incluídos os compactos, para maquilagem
2001400;33049910;20. Produtos de perfumaria e de higiene pessoal e cosméticos;14.0;Cremes de beleza, cremes nutritivos e loções tônicas
2001500;33049990;20. Produtos de perfumaria e de higiene pessoal e cosméticos;15.0;Outros produtos de beleza ou de maquilagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações solares e antisolares
2001600;33049990;20. Produtos de perfumaria e de higiene pessoal e cosméticos;16.0;Preparações solares e antisolares
2001700;33051000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;17.0;Xampus para o cabelo
2001800;33052000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;18.0;Preparações para ondulação ou alisamento, permanentes, dos cabelos
2001900;33053000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;19.0;Laquês para o cabelo
2002000;33059000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;20.0;Outras preparações capilares, incluindo máscaras e finalizadores
2002100;33059000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;21.0;Condicionadores
2002200;33059000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;22.0;Tintura para o cabelo
2002300;33061000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;23.0;Dentifrícios
2002400;33062000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;24.0;Fios utilizados para limpar os espaços interdentais (fios dentais)
2002500;33069000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;25.0;Outras preparações para higiene bucal ou dentária
2002600;33071000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;26.0;Preparações para barbear (antes, durante ou após)
2002700;33072010;20. Produtos de perfumaria e de higiene pessoal e cosméticos;27.0;Desodorantes (desodorizantes) corporais líquidos
2002800;33072010;20. Produtos de perfumaria e de higiene pessoal e cosméticos;28.0;Antiperspirantes líquidos
2002900;33072090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;29.0;Outros desodorantes (desodorizantes) corporais
2003000;33072090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;30.0;Outros antiperspirantes
2003100;33073000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;31.0;Sais perfumados e outras preparações para banhos
2003200;33079000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;32.0;Outros produtos de perfumaria preparados
2003201;33079000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;32.1;Outros produtos de toucador preparados
2003300;33079000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;33.0;Soluções para lentes de contato ou para olhos artificiais
2003400;34011190;20. Produtos de perfumaria e de higiene pessoal e cosméticos;34.0;Sabões de toucador em barras, pedaços ou figuras moldados
2003500;34011900;20. Produtos de perfumaria e de higiene pessoal e cosméticos;35.0;Outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados, inclusive lenços umedecidos
2003600;34012010;20. Produtos de perfumaria e de higiene pessoal e cosméticos;36.0;Sabões de toucador sob outras formas
2003700;34013000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;37.0;Produtos e preparações orgânicos tensoativos para lavagem da pele, na forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão
2003800;40149010;20. Produtos de perfumaria e de higiene pessoal e cosméticos;38.0;Bolsa para gelo ou para água quente
2003900;40149090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;39.0;Chupetas e bicos para mamadeiras e para chupetas, de borracha
2004000;39249000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;40.0;Chupetas e bicos para mamadeiras e para chupetas, de silicone
2004000;39269040;20. Produtos de perfumaria e de higiene pessoal e cosméticos;40.0;Chupetas e bicos para mamadeiras e para chupetas, de silicone
2004000;39269090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;40.0;Chupetas e bicos para mamadeiras e para chupetas, de silicone
2004100;42021;20. Produtos de perfumaria e de higiene pessoal e cosméticos;41.0;Malas e maletas de toucador
2004200;48181000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;42.0;Papel higiênico - folha simples
2004300;48181000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;43.0;Papel higiênico - folha dupla e tripla
2004400;48182000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;44.0;Lenços (incluídos os de maquilagem) e toalhas de mão
2004500;48182000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;45.0;Papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas
2004600;48183000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;46.0;Toalhas e guardanapos de mesa
2004700;48189090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;47.0;Toalhas de cozinha (papel toalha de uso doméstico)
2004800;96190000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;48.0;Fraldas
2004900;96190000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;49.0;Tampões higiênicos
2005000;96190000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;50.0;Absorventes higiênicos externos
2005100;56012190;20. Produtos de perfumaria e de higiene pessoal e cosméticos;51.0;Hastes flexíveis (uso não medicinal)
2005200;56039290;20. Produtos de perfumaria e de higiene pessoal e cosméticos;52.0;Sutiã descartável, assemelhados e papel para depilação
2005300;82032090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;53.0;Pinças para sobrancelhas
2005400;82141000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;54.0;Espátulas (artigos de cutelaria)
2005500;82142000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;55.0;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluídas as limas para unhas)
2005600;90251110;20. Produtos de perfumaria e de higiene pessoal e cosméticos;56.0;Termômetros, inclusive o digital
2005600;90251990;20. Produtos de perfumaria e de higiene pessoal e cosméticos;56.0;Termômetros, inclusive o digital
2005700;96032;20. Produtos de perfumaria e de higiene pessoal e cosméticos;57.0;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes
2005800;96032100;20. Produtos de perfumaria e de higiene pessoal e cosméticos;58.0;Escovas de dentes, incluídas as escovas para dentaduras
2005900;96033000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;59.0;Pincéis para aplicação de produtos cosméticos
2006000;96050000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;60.0;Sortidos de viagem, para toucador de pessoas para costura ou para limpeza de calçado ou de roupas
2006100;9615;20. Produtos de perfumaria e de higiene pessoal e cosméticos;61.0;"Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posição 8516 e suas partes"
2006200;96162000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;62.0;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador
2006300;39233000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;63.0;Mamadeiras
2006300;39249000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;63.0;Mamadeiras
2006300;39241000;20. Produtos de perfumaria e de higiene pessoal e cosméticos;63.0;Mamadeiras
2006300;40149090;20. Produtos de perfumaria e de higiene pessoal e cosméticos;63.0;Mamadeiras
